date,symbol,open,high,low,close,adj_close,volume,source
2015-01-02,AMZN,15.629000,15.737500,15.348000,15.426000,15.426000,55664000,yahoo_finance_chart
2015-01-05,AMZN,15.350500,15.419000,15.042500,15.109500,15.109500,55484000,yahoo_finance_chart
2015-01-06,AMZN,15.112000,15.150000,14.619000,14.764500,14.764500,70380000,yahoo_finance_chart
2015-01-07,AMZN,14.875000,15.064000,14.766500,14.921000,14.921000,52806000,yahoo_finance_chart
2015-01-08,AMZN,15.016000,15.157000,14.805500,15.023000,15.023000,61768000,yahoo_finance_chart
2015-01-09,AMZN,15.074000,15.143500,14.834000,14.846500,14.846500,51848000,yahoo_finance_chart
2015-01-12,AMZN,14.878000,14.925500,14.464000,14.570500,14.570500,68428000,yahoo_finance_chart
2015-01-13,AMZN,14.874000,15.075000,14.661500,14.737000,14.737000,82728000,yahoo_finance_chart
2015-01-14,AMZN,14.596500,14.795500,14.325000,14.663500,14.663500,110774000,yahoo_finance_chart
2015-01-15,AMZN,14.700000,14.800000,14.341000,14.347500,14.347500,88384000,yahoo_finance_chart
2015-01-16,AMZN,14.314000,14.539500,14.262500,14.537000,14.537000,69564000,yahoo_finance_chart
2015-01-20,AMZN,14.629500,14.668000,14.319500,14.472000,14.472000,61502000,yahoo_finance_chart
2015-01-21,AMZN,14.482000,15.300000,14.363000,14.862500,14.862500,201302000,yahoo_finance_chart
2015-01-22,AMZN,15.000000,15.612500,15.000000,15.516000,15.516000,107252000,yahoo_finance_chart
2015-01-23,AMZN,15.404000,15.846500,15.386000,15.619500,15.619500,89928000,yahoo_finance_chart
2015-01-26,AMZN,15.591000,15.650000,15.376000,15.483000,15.483000,63394000,yahoo_finance_chart
2015-01-27,AMZN,15.315000,15.512000,15.131500,15.337500,15.337500,58406000,yahoo_finance_chart
2015-01-28,AMZN,15.490500,15.575500,15.190000,15.195500,15.195500,61276000,yahoo_finance_chart
2015-01-29,AMZN,15.236500,15.640000,14.966500,15.589000,15.589000,173132000,yahoo_finance_chart
2015-01-30,AMZN,17.316000,17.975000,17.037001,17.726500,17.726500,477122000,yahoo_finance_chart
2015-02-02,AMZN,17.502501,18.250000,17.500500,18.223499,18.223499,204638000,yahoo_finance_chart
2015-02-03,AMZN,18.014500,18.391001,18.010500,18.177500,18.177500,124252000,yahoo_finance_chart
2015-02-04,AMZN,17.919001,18.375000,17.911501,18.237499,18.237499,83398000,yahoo_finance_chart
2015-02-05,AMZN,18.299999,18.940001,18.295000,18.694500,18.694500,144952000,yahoo_finance_chart
2015-02-06,AMZN,18.743500,18.799500,18.550501,18.714001,18.714001,77848000,yahoo_finance_chart
2015-02-09,AMZN,18.549999,18.720501,18.360001,18.528000,18.528000,54492000,yahoo_finance_chart
2015-02-10,AMZN,18.559500,18.715000,18.425501,18.650000,18.650000,45744000,yahoo_finance_chart
2015-02-11,AMZN,18.561501,18.855000,18.555000,18.757000,18.757000,55730000,yahoo_finance_chart
2015-02-12,AMZN,18.754999,18.925501,18.657499,18.858500,18.858500,55822000,yahoo_finance_chart
2015-02-13,AMZN,18.920500,19.150000,18.850500,19.091499,19.091499,69502000,yahoo_finance_chart
2015-02-17,AMZN,18.886000,18.999500,18.633499,18.771500,18.771500,73464000,yahoo_finance_chart
2015-02-18,AMZN,18.688999,18.837000,18.642500,18.668501,18.668501,53012000,yahoo_finance_chart
2015-02-19,AMZN,18.674500,19.094000,18.671499,18.950001,18.950001,59076000,yahoo_finance_chart
2015-02-20,AMZN,18.931000,19.184999,18.792000,19.183001,19.183001,65160000,yahoo_finance_chart
2015-02-23,AMZN,19.172001,19.226999,18.900000,19.007000,19.007000,43540000,yahoo_finance_chart
2015-02-24,AMZN,18.932501,19.024000,18.808001,18.929501,18.929501,38416000,yahoo_finance_chart
2015-02-25,AMZN,18.863501,19.392500,18.827000,19.268499,19.268499,63490000,yahoo_finance_chart
2015-02-26,AMZN,19.203501,19.468500,19.164000,19.240000,19.240000,53742000,yahoo_finance_chart
2015-02-27,AMZN,19.200001,19.299500,18.989500,19.007999,19.007999,50646000,yahoo_finance_chart
2015-03-02,AMZN,19.042500,19.295000,18.974001,19.283001,19.283001,42784000,yahoo_finance_chart
2015-03-03,AMZN,19.197500,19.305000,19.080000,19.230499,19.230499,38930000,yahoo_finance_chart
2015-03-04,AMZN,19.285500,19.395000,19.109501,19.136000,19.136000,45182000,yahoo_finance_chart
2015-03-05,AMZN,19.280500,19.421000,19.194500,19.391500,19.391500,53870000,yahoo_finance_chart
2015-03-06,AMZN,19.275999,19.350000,18.944000,19.004499,19.004499,52540000,yahoo_finance_chart
2015-03-09,AMZN,18.920000,18.966499,18.764000,18.927999,18.927999,46228000,yahoo_finance_chart
2015-03-10,AMZN,18.872499,18.888500,18.459000,18.475500,18.475500,62420000,yahoo_finance_chart
2015-03-11,AMZN,18.530500,18.667500,18.313000,18.318501,18.318501,49902000,yahoo_finance_chart
2015-03-12,AMZN,18.441000,18.775000,18.375999,18.712000,18.712000,56200000,yahoo_finance_chart
2015-03-13,AMZN,18.576000,18.699499,18.334000,18.528999,18.528999,52234000,yahoo_finance_chart
2015-03-16,AMZN,18.518999,18.697001,18.336000,18.667500,18.667500,47082000,yahoo_finance_chart
2015-03-17,AMZN,18.555500,18.725000,18.482000,18.596001,18.596001,40740000,yahoo_finance_chart
2015-03-18,AMZN,18.498501,18.799500,18.334999,18.757000,18.757000,53082000,yahoo_finance_chart
2015-03-19,AMZN,18.693501,18.855499,18.609501,18.662001,18.662001,38314000,yahoo_finance_chart
2015-03-20,AMZN,18.814501,18.968500,18.796000,18.924500,18.924500,75272000,yahoo_finance_chart
2015-03-23,AMZN,18.903500,19.088499,18.747000,18.755501,18.755501,44786000,yahoo_finance_chart
2015-03-24,AMZN,18.699499,18.761999,18.613501,18.704500,18.704500,44564000,yahoo_finance_chart
2015-03-25,AMZN,18.758499,19.025000,18.514500,18.548000,18.548000,68590000,yahoo_finance_chart
2015-03-26,AMZN,18.479500,18.570000,18.282499,18.367500,18.367500,58600000,yahoo_finance_chart
2015-03-27,AMZN,18.355499,18.658501,18.328501,18.528000,18.528000,52196000,yahoo_finance_chart
2015-03-30,AMZN,18.593500,18.806000,18.577499,18.729500,18.729500,36418000,yahoo_finance_chart
2015-03-31,AMZN,18.662001,18.885000,18.575500,18.605000,18.605000,50122000,yahoo_finance_chart
2015-04-01,AMZN,18.605000,18.658001,18.417000,18.513000,18.513000,49162000,yahoo_finance_chart
2015-04-02,AMZN,18.525000,18.664000,18.450001,18.612499,18.612499,37506000,yahoo_finance_chart
2015-04-06,AMZN,18.504999,19.010000,18.468000,18.851999,18.851999,61014000,yahoo_finance_chart
2015-04-07,AMZN,18.807501,18.965500,18.701500,18.720501,18.720501,39098000,yahoo_finance_chart
2015-04-08,AMZN,18.733000,19.079000,18.732500,19.059999,19.059999,52728000,yahoo_finance_chart
2015-04-09,AMZN,19.033001,19.221001,18.940001,19.177000,19.177000,47846000,yahoo_finance_chart
2015-04-10,AMZN,19.215500,19.356001,19.066000,19.132500,19.132500,51470000,yahoo_finance_chart
