date,symbol,open,high,low,close,adj_close,volume,source
2015-01-02,AAPL,27.847500,27.860001,26.837500,27.332500,24.192600,212818400,yahoo_finance_chart
2015-01-05,AAPL,27.072500,27.162500,26.352501,26.562500,23.511063,257142000,yahoo_finance_chart
2015-01-06,AAPL,26.635000,26.857500,26.157499,26.565001,23.513273,263188400,yahoo_finance_chart
2015-01-07,AAPL,26.799999,27.049999,26.674999,26.937500,23.842983,160423600,yahoo_finance_chart
2015-01-08,AAPL,27.307501,28.037500,27.174999,27.972500,24.759075,237458000,yahoo_finance_chart
2015-01-09,AAPL,28.167500,28.312500,27.552500,28.002501,24.785635,214798000,yahoo_finance_chart
2015-01-12,AAPL,28.150000,28.157499,27.200001,27.312500,24.174906,198603200,yahoo_finance_chart
2015-01-13,AAPL,27.857500,28.200001,27.227501,27.555000,24.389544,268367600,yahoo_finance_chart
2015-01-14,AAPL,27.260000,27.622499,27.125000,27.450001,24.296612,195826400,yahoo_finance_chart
2015-01-15,AAPL,27.500000,27.514999,26.665001,26.705000,23.637190,240056000,yahoo_finance_chart
2015-01-16,AAPL,26.757500,26.895000,26.299999,26.497499,23.453527,314053200,yahoo_finance_chart
2015-01-20,AAPL,26.959999,27.242500,26.625000,27.180000,24.057627,199599600,yahoo_finance_chart
2015-01-21,AAPL,27.237499,27.764999,27.067499,27.387501,24.241285,194303600,yahoo_finance_chart
2015-01-22,AAPL,27.565001,28.117500,27.430000,28.100000,24.871935,215185600,yahoo_finance_chart
2015-01-23,AAPL,28.075001,28.437500,27.882500,28.245001,25.000282,185859200,yahoo_finance_chart
2015-01-26,AAPL,28.434999,28.590000,28.200001,28.275000,25.026831,222460000,yahoo_finance_chart
2015-01-27,AAPL,28.105000,28.120001,27.257500,27.285000,24.150555,382274800,yahoo_finance_chart
2015-01-28,AAPL,29.407499,29.530001,28.827499,28.827499,25.515863,585908400,yahoo_finance_chart
2015-01-29,AAPL,29.080000,29.797501,28.889999,29.725000,26.310255,337745600,yahoo_finance_chart
2015-01-30,AAPL,29.600000,30.000000,29.212500,29.290001,25.925236,334982000,yahoo_finance_chart
2015-02-02,AAPL,29.512501,29.792500,29.020000,29.657499,26.250509,250956400,yahoo_finance_chart
2015-02-03,AAPL,29.625000,29.772499,29.402500,29.662500,26.254940,207662800,yahoo_finance_chart
2015-02-04,AAPL,29.625000,30.127501,29.577499,29.889999,26.456303,280598800,yahoo_finance_chart
2015-02-05,AAPL,30.004999,30.057501,29.812500,29.985001,26.645136,168984800,yahoo_finance_chart
2015-02-06,AAPL,30.004999,30.062500,29.612499,29.732500,26.420755,174826400,yahoo_finance_chart
2015-02-09,AAPL,29.637501,29.959999,29.607500,29.930000,26.596262,155559200,yahoo_finance_chart
2015-02-10,AAPL,30.042500,30.537500,30.040001,30.504999,27.107220,248034000,yahoo_finance_chart
2015-02-11,AAPL,30.692499,31.230000,30.625000,31.219999,27.742569,294247200,yahoo_finance_chart
2015-02-12,AAPL,31.514999,31.870001,31.392500,31.615000,28.093584,297898000,yahoo_finance_chart
2015-02-13,AAPL,31.820000,31.820000,31.412500,31.770000,28.231318,217088800,yahoo_finance_chart
2015-02-17,AAPL,31.872499,32.220001,31.730000,31.957500,28.397926,252609600,yahoo_finance_chart
2015-02-18,AAPL,31.907499,32.195000,31.862499,32.180000,28.595644,179566800,yahoo_finance_chart
2015-02-19,AAPL,32.119999,32.257500,32.082500,32.112499,28.535662,149449600,yahoo_finance_chart
2015-02-20,AAPL,32.154999,32.375000,32.012501,32.375000,28.768923,195793600,yahoo_finance_chart
2015-02-23,AAPL,32.505001,33.250000,32.415001,33.250000,29.546457,283896400,yahoo_finance_chart
2015-02-24,AAPL,33.235001,33.400002,32.792500,33.042500,29.362082,276912400,yahoo_finance_chart
2015-02-25,AAPL,32.889999,32.900002,32.037498,32.197498,28.611191,298846800,yahoo_finance_chart
2015-02-26,AAPL,32.197498,32.717499,31.652500,32.605000,28.973305,365150000,yahoo_finance_chart
2015-02-27,AAPL,32.500000,32.642502,32.060001,32.115002,28.537886,248059200,yahoo_finance_chart
2015-03-02,AAPL,32.312500,32.570000,32.075001,32.272499,28.677839,192386800,yahoo_finance_chart
2015-03-03,AAPL,32.240002,32.380001,32.022499,32.340000,28.737823,151265200,yahoo_finance_chart
2015-03-04,AAPL,32.275002,32.389999,32.080002,32.134998,28.555660,126665200,yahoo_finance_chart
2015-03-05,AAPL,32.145000,32.187500,31.440001,31.602501,28.082474,226068400,yahoo_finance_chart
2015-03-06,AAPL,32.099998,32.342499,31.565001,31.650000,28.124681,291368400,yahoo_finance_chart
2015-03-09,AAPL,31.990000,32.392502,31.264999,31.785000,28.244650,354114000,yahoo_finance_chart
2015-03-10,AAPL,31.602501,31.805000,30.950001,31.127501,27.660378,275426400,yahoo_finance_chart
2015-03-11,AAPL,31.187500,31.192499,30.527500,30.559999,27.156090,275756000,yahoo_finance_chart
2015-03-12,AAPL,30.577499,31.225000,30.407499,31.112499,27.647043,193450800,yahoo_finance_chart
2015-03-13,AAPL,31.100000,31.350000,30.645000,30.897499,27.456001,207309200,yahoo_finance_chart
2015-03-16,AAPL,30.969999,31.237499,30.717501,31.237499,27.758127,143497200,yahoo_finance_chart
2015-03-17,AAPL,31.475000,31.830000,31.412500,31.760000,28.222429,204092400,yahoo_finance_chart
2015-03-18,AAPL,31.750000,32.290001,31.592501,32.117500,28.540108,261083600,yahoo_finance_chart
2015-03-19,AAPL,32.187500,32.312500,31.850000,31.875000,28.324610,183238000,yahoo_finance_chart
2015-03-20,AAPL,32.062500,32.099998,31.290001,31.475000,27.969173,274780400,yahoo_finance_chart
2015-03-23,AAPL,31.780001,31.962500,31.629999,31.802500,28.260191,150838800,yahoo_finance_chart
2015-03-24,AAPL,31.807501,32.009998,31.639999,31.672501,28.144672,131369200,yahoo_finance_chart
2015-03-25,AAPL,31.635000,31.705000,30.844999,30.844999,27.409344,206620800,yahoo_finance_chart
2015-03-26,AAPL,30.690001,31.219999,30.650000,31.059999,27.600393,190291600,yahoo_finance_chart
2015-03-27,AAPL,31.142500,31.174999,30.727501,30.812500,27.380461,158184800,yahoo_finance_chart
2015-03-30,AAPL,31.012501,31.600000,31.000000,31.592501,28.073587,188398800,yahoo_finance_chart
2015-03-31,AAPL,31.522499,31.622499,31.090000,31.107500,27.642605,168362400,yahoo_finance_chart
2015-04-01,AAPL,31.205000,31.280001,30.775000,31.062500,27.602619,162485600,yahoo_finance_chart
2015-04-02,AAPL,31.257500,31.389999,31.047501,31.330000,27.840324,128880400,yahoo_finance_chart
2015-04-06,AAPL,31.117500,31.877501,31.082500,31.837500,28.291298,148776000,yahoo_finance_chart
2015-04-07,AAPL,31.910000,32.029999,31.495001,31.502501,27.993612,140049200,yahoo_finance_chart
2015-04-08,AAPL,31.462500,31.600000,31.242500,31.400000,27.902525,149316800,yahoo_finance_chart
2015-04-09,AAPL,31.462500,31.645000,31.165001,31.639999,28.115793,129936000,yahoo_finance_chart
2015-04-10,AAPL,31.487499,31.802500,31.315001,31.775000,28.235754,160752000,yahoo_finance_chart
2015-04-13,AAPL,32.092499,32.142502,31.652500,31.712500,28.180214,145460400,yahoo_finance_chart
